monarchrunid,uniqueid,order,date,release,spatialconfig,timecdt,duration,durationsec,behaviorclassification,surface,locatione,locationn,landcoverclassification,turnangle,steplength,bearing,turnwithin
19165a,368,8,8/3/2019,grass,mixed,11:28:48,0:00:10,10,feed,wild bergamot,525829.5764,4751930.724,rich,-48.1944877,8.887272914,90.23209074,TRUE
19165a,369,9,8/3/2019,grass,mixed,11:29:00,0:00:24,24,feed,wild bergamot,525838.4636,4751930.688,rich,40.60805427,16.57922784,130.840145,TRUE
19165a,370,10,8/3/2019,grass,mixed,11:29:26,0:02:36,156,oviposit,common milkweed,525851.0064,4751919.846,rich,90.73673999,2.376796014,221.576885,TRUE
19165a,371,11,8/3/2019,grass,mixed,11:32:04,0:00:24,24,oviposit,common milkweed,525849.4291,4751918.068,rich,159.2096853,1.006515196,20.78657029,TRUE
19165a,372,12,8/3/2019,grass,mixed,11:32:30,0:01:18,78,oviposit,common milkweed,525849.7863,4751919.009,rich,93.00461983,6.636017436,113.7911901,TRUE
19165a,373,13,8/3/2019,grass,mixed,11:33:50,0:00:08,8,oviposit,common milkweed,525855.8584,4751916.332,rich,-98.82846822,2.357948566,14.9627219,TRUE
19165a,374,14,8/3/2019,grass,mixed,11:34:00,0:00:55,55,oviposit,common milkweed,525856.4672,4751918.61,rich,143.6804402,3.147110773,158.6431621,TRUE
19165a,375,15,8/3/2019,grass,mixed,11:34:57,0:00:01,1,rest,vegetation,525857.6133,4751915.679,rich,-32.81044012,1.151308629,125.832722,TRUE
19165a,376,16,8/3/2019,grass,mixed,11:35:00,0:01:34,94,oviposit,common milkweed,525858.5467,4751915.005,rich,-32.14443119,3.932945975,93.68829081,TRUE
19165a,377,17,8/3/2019,grass,mixed,11:36:36,0:00:54,54,oviposit,common milkweed,525862.4715,4751914.752,rich,119.0047656,6.041045026,212.6930564,TRUE
19165a,378,18,8/3/2019,grass,mixed,11:37:32,0:03:56,236,oviposit,common milkweed,525859.2085,4751909.668,rich,-13.05215278,5.071044887,199.6409036,TRUE
19165a,379,19,8/3/2019,grass,mixed,11:41:30,0:04:28,268,oviposit,common milkweed,525857.504,4751904.892,rich,-91.86863523,2.214691175,107.7722684,TRUE
19165a,380,20,8/3/2019,grass,mixed,11:46:00,0:02:38,158,oviposit,common milkweed,525859.613,4751904.216,rich,-3.722240373,1.915400901,104.050028,TRUE
19165a,381,21,8/3/2019,grass,mixed,11:48:40,0:00:18,18,oviposit,common milkweed,525861.4711,4751903.751,rich,-109.3294274,5.103650473,354.7206006,TRUE
19165a,382,23,8/3/2019,grass,mixed,11:49:00,0:00:44,44,rest,wild bergamot,525861.0015,4751908.833,rich,60.46790662,2.737886669,55.1885072,TRUE
19165a,383,24,8/3/2019,grass,mixed,11:49:46,0:00:09,9,oviposit,common milkweed,525863.2494,4751910.396,rich,52.27999012,2.015448151,107.4684973,TRUE
19165a,384,25,8/3/2019,grass,mixed,11:49:57,0:01:00,60,oviposit,common milkweed,525865.1719,4751909.791,rich,-4.095960208,4.587481075,103.3725371,TRUE
19165a,385,26,8/3/2019,grass,mixed,11:50:59,0:00:01,1,fly,air,525869.635,4751908.73,rich,70.69622241,29.19730422,174.0687595,TRUE
19165a,386,27,8/3/2019,grass,mixed,11:51:59,0:00:01,1,fly,air,525872.6521,4751879.689,rich,-30.75445032,22.43227593,143.3143092,TRUE
19165a,387,28,8/3/2019,grass,mixed,11:52:59,0:00:01,1,fly,air,525886.0537,4751861.7,rich,-123.357712,14.95715568,19.95659722,
19165a,388,29,8/3/2019,grass,mixed,11:53:59,0:00:01,1,fly,air,525891.1587,4751875.759,crop,-108.9810819,19.38310935,270.9755154,
19165a,389,30,8/3/2019,grass,mixed,12:05:59,0:00:01,1,fly,air,525871.7784,4751876.089,rich,,,,
19167a,390,1,8/3/2019,grass,mixed,13:07:00,0:04:44,284,release,grass,525785.0592,4751933.66,poor,,1.930075752,359.4923667,
19167a,391,2,8/3/2019,grass,mixed,13:11:46,0:30:00,1800,rest,grass,525785.0421,4751935.59,poor,,,,
19168a,392,1,8/3/2019,grass,mixed,14:01:00,0:00:03,3,release,grass,525784.6056,4751934.042,poor,,1.912111987,106.5916157,
19168a,393,2,8/3/2019,grass,mixed,14:01:05,0:00:17,17,rest,grass,525786.4381,4751933.496,poor,38.10585572,1.390740339,144.6974714,TRUE
19168a,394,3,8/3/2019,grass,mixed,14:01:24,0:01:21,81,rest,grass,525787.2418,4751932.361,poor,157.826568,3.126549447,302.5240394,TRUE
19168a,395,4,8/3/2019,grass,mixed,14:02:47,0:00:11,11,rest,grass,525784.6056,4751934.042,poor,-138.9088835,1.239330933,163.6151558,TRUE
19168a,396,5,8/3/2019,grass,mixed,14:03:00,0:00:30,30,rest,grass,525784.9552,4751932.853,poor,132.2841768,3.960701505,295.8993326,TRUE
19168a,397,6,8/3/2019,grass,mixed,14:09:30,0:00:01,1,fly,air,525781.3923,4751934.583,poor,-21.68916303,99.78858326,274.2101696,
19168a,398,7,8/3/2019,grass,mixed,14:10:14,0:00:01,1,fly,air,525681.873,4751941.909,crop,39.94199535,230.3154689,314.1521649,
19168a,399,8,8/3/2019,grass,mixed,14:21:00,0:00:01,1,fly,air,525516.6234,4752102.339,poor,83.21825033,12.26708806,37.37041527,
19168a,400,9,8/3/2019,grass,mixed,14:22:01,0:00:01,1,fly,air,525524.0691,4752112.088,crop,-21.9693585,21.65875493,15.40105677,
19168a,401,10,8/3/2019,grass,mixed,14:24:00,0:07:00,420,rest,corn,525529.8211,4752132.969,crop,40.56527041,44.46290471,55.96632718,
19168a,402,11,8/3/2019,grass,mixed,14:31:30,0:23:27,1407,rest,grass,525566.6679,4752157.854,poor,,,,
19171a,403,1,8/4/2019,corn,mixed,9:45:00,0:00:28,28,release,corn,525675.87,4751771.747,crop,,0.591573529,219.1135907,
19171a,404,2,8/4/2019,corn,mixed,9:45:30,0:03:13,193,rest,bare ground,525675.4968,4751771.288,crop,-53.98096345,2.103417479,165.1326273,TRUE
19171a,405,3,8/4/2019,corn,mixed,9:48:45,0:01:45,105,rest,bare ground,525676.0365,4751769.255,crop,-163.5309758,7.355873868,1.601651528,TRUE
19171a,406,4,8/4/2019,corn,mixed,9:50:40,0:07:40,460,rest,corn,525676.2421,4751776.608,crop,59.34560302,1.497072039,60.94725455,TRUE
19171a,407,5,8/4/2019,corn,mixed,9:58:40,0:01:20,80,rest,corn,525677.5508,4751777.335,crop,-89.76075357,2.783632799,331.186501,TRUE
19171a,408,6,8/4/2019,corn,mixed,10:00:05,0:16:35,995,rest,corn,525676.2092,4751779.774,crop,160.2849829,1.532660289,131.4714838,TRUE
19171a,409,7,8/4/2019,corn,mixed,10:16:50,0:01:52,112,rest,corn,525677.3576,4751778.759,crop,139.1304268,43.8833215,270.6019107,TRUE
19171a,410,8,8/4/2019,corn,mixed,10:24:49,0:00:01,1,fly,air,525633.4767,4751779.22,crop,-176.3459727,8.98778382,94.25593802,TRUE
19171a,411,9,8/4/2019,corn,mixed,10:31:00,0:01:22,82,rest,corn,525642.4397,4751778.553,crop,67.95855171,4.062143356,162.2144897,TRUE
19171a,412,10,8/4/2019,corn,mixed,10:32:24,0:00:01,1,rest,corn,525643.6805,4751774.685,crop,,,,
19172a,413,1,8/4/2019,edge,mixed,11:08:00,0:06:58,418,release,grass,525689.5184,4751768.766,rich,,0.453459689,167.091565,
19172a,414,2,8/4/2019,edge,mixed,11:15:00,0:01:14,74,rest,grass,525689.6197,4751768.324,rich,-162.7195767,3.207332887,4.371988288,TRUE
19172a,415,3,8/4/2019,edge,mixed,11:16:30,0:00:20,20,rest,grass,525689.8642,4751771.522,rich,159.2108935,2.567685629,163.5828818,TRUE
19172a,416,4,8/4/2019,edge,mixed,11:16:57,0:30:00,1800,rest,grass,525690.5899,4751769.059,rich,,,,
19173a,417,1,8/4/2019,edge,mixed,12:10:00,0:01:38,98,release,grass,525690.0647,4751768.535,rich,,0.368310793,192.1947155,
19173a,418,2,8/4/2019,edge,mixed,12:11:40,0:00:18,18,rest,grass,525689.9869,4751768.175,rich,-128.571142,0.774309815,63.62357346,TRUE
19173a,419,3,8/4/2019,edge,mixed,12:12:00,0:12:58,778,rest,grass,525690.6806,4751768.519,rich,80.41643508,0.51888543,144.0400085,TRUE
19173a,420,4,8/4/2019,edge,mixed,12:25:00,0:01:30,90,rest,grass,525690.9853,4751768.099,rich,-64.68442699,14.11376335,79.35558156,TRUE
19173a,421,5,8/4/2019,edge,mixed,12:26:32,0:00:26,26,rest,vegetative plant,525704.8562,4751770.706,rich,54.82918384,1.167905069,134.1847654,TRUE
19173a,422,6,8/4/2019,edge,mixed,12:27:00,0:00:18,18,feed,wild bergamot,525705.6937,4751769.892,rich,-50.60854511,12.55794417,83.5762203,TRUE
19173a,423,7,8/4/2019,edge,mixed,12:27:20,0:00:20,20,feed,pale purple coneflower,525718.1728,4751771.297,rich,-39.07787541,61.75074938,44.49834489,
19173a,424,8,8/4/2019,edge,mixed,12:28:00,0:16:59,1019,rest,grass,525761.4532,4751815.342,poor,-63.9494603,31.49345924,340.5488846,
19173a,425,9,8/4/2019,edge,mixed,12:45:55,0:00:31,31,oviposit,common milkweed,525750.9658,4751845.038,rich,-103.1212722,3.213434922,237.4276124,
19173a,426,10,8/4/2019,edge,mixed,12:46:28,0:09:45,585,oviposit,common milkweed,525748.2578,4751843.308,rich,136.1209965,5.710926406,13.54860881,TRUE
19173a,427,11,8/4/2019,edge,mixed,12:56:15,0:00:58,58,oviposit,common milkweed,525749.5957,4751848.86,rich,-76.19218116,6.696052332,297.3564276,TRUE
19173a,428,12,8/4/2019,edge,mixed,12:57:30,0:03:25,205,oviposit,common milkweed,525743.6485,4751851.937,rich,-75.53297773,3.562786921,221.8234499,TRUE
19173a,429,13,8/4/2019,edge,mixed,13:00:57,0:00:01,1,oviposit,common milkweed,525741.2727,4751849.282,rich,13.91286849,1.623439217,235.7363184,TRUE
19173a,430,14,8/4/2019,edge,mixed,13:01:00,0:01:00,60,oviposit,common milkweed,525739.931,4751848.368,rich,121.182414,45.29848813,356.9187324,TRUE
19173a,431,15,8/4/2019,edge,mixed,13:02:20,0:00:06,6,rest,vegetation,525737.4961,4751893.601,rich,25.26460735,11.85338248,22.18333979,TRUE
19173a,432,16,8/4/2019,edge,mixed,13:02:28,0:00:27,27,rest,vegetation,525741.9716,4751904.577,rich,42.25307513,1.179571876,64.43641492,TRUE
19173a,433,17,8/4/2019,edge,mixed,13:03:57,0:03:13,193,oviposit,common milkweed,525743.0357,4751905.086,rich,-124.748844,1.31443395,299.6875709,TRUE
19173a,434,18,8/4/2019,edge,mixed,13:07:12,0:02:48,168,oviposit,common milkweed,525741.8938,4751905.737,rich,,,,
19174a,435,1,8/5/2019,grass,mixed,11:05:00,0:02:58,178,release,grass,525484.4662,4751853.68,poor,,11.28297269,313.6493972,
19174a,436,2,8/5/2019,grass,mixed,11:08:08,0:00:12,12,feed,common milkweed,525476.3021,4751861.468,poor,-13.93570981,21.50641062,299.7136874,TRUE
19174a,437,3,8/5/2019,grass,mixed,11:08:55,0:00:20,20,feed,white clover,525457.6235,4751872.128,poor,-130.2814329,8.448293636,169.4322545,TRUE
19174a,438,4,8/5/2019,grass,mixed,11:09:17,0:08:48,528,rest,grass,525459.1729,4751863.823,poor,25.50592935,3.8180323,194.9381838,TRUE
19174a,439,5,8/5/2019,grass,mixed,11:18:07,0:00:08,8,feed,white clover,525458.1887,4751860.134,poor,-24.03997904,2.455922892,170.8982048,TRUE
19174a,440,6,8/5/2019,grass,mixed,11:18:17,0:03:26,206,feed,white clover,525458.5772,4751857.709,poor,-37.04811371,2.149330361,133.8500911,TRUE
19174a,441,7,8/5/2019,grass,mixed,11:21:45,0:01:43,103,feed,white clover,525460.1272,4751856.22,poor,72.41240843,1.338126455,206.2624995,TRUE
19174a,442,8,8/5/2019,grass,mixed,11:23:30,0:00:28,28,feed,white clover,525459.5351,4751855.02,poor,158.152547,4.141288984,4.415046532,TRUE
19174a,443,9,8/5/2019,grass,mixed,11:24:00,0:04:34,274,feed,white clover,525459.8539,4751859.149,poor,-99.65278727,2.694751983,264.7622593,TRUE
19174a,444,10,8/5/2019,grass,mixed,11:28:36,0:02:41,161,oviposit,common milkweed,525457.1704,4751858.903,poor,-152.0160848,4.11742539,112.7461744,TRUE
19174a,445,11,8/5/2019,grass,mixed,11:31:19,0:01:39,99,feed,white clover,525460.9676,4751857.311,poor,61.79257272,1.531953863,174.5387471,TRUE
19174a,446,12,8/5/2019,grass,mixed,11:33:00,0:01:28,88,feed,white clover,525461.1134,4751855.786,poor,-111.8053845,1.296569416,62.7333626,TRUE
19174a,447,13,8/5/2019,grass,mixed,11:34:30,0:02:18,138,feed,white clover,525462.2659,4751856.38,poor,-135.4048994,9.293295231,287.3284632,TRUE
19174a,448,14,8/5/2019,grass,mixed,11:36:50,0:01:15,75,feed,white clover,525453.3944,4751859.148,poor,103.055265,5.073856984,30.38372821,TRUE
19174a,449,15,8/5/2019,grass,mixed,11:38:07,0:00:55,55,feed,white clover,525455.9607,4751863.525,poor,56.00793473,5.863123165,86.39166294,TRUE
19174a,450,16,8/5/2019,grass,mixed,11:39:04,0:00:20,20,feed,white clover,525461.8122,4751863.894,poor,88.73118013,4.275480354,175.1228431,TRUE
19174a,451,17,8/5/2019,grass,mixed,11:39:26,0:01:24,84,feed,white clover,525462.1757,4751859.634,poor,-17.26364228,2.084726718,157.8592008,TRUE
19174a,452,18,8/5/2019,grass,mixed,11:40:52,0:00:11,11,feed,white clover,525462.9614,4751857.703,poor,-56.21607959,5.480263885,101.6431212,TRUE
19174a,453,19,8/5/2019,grass,mixed,11:41:05,0:00:05,5,rest,grass,525468.3289,4751856.597,poor,98.32799268,5.959366926,199.9711139,TRUE
19174a,454,20,8/5/2019,grass,mixed,11:41:12,0:00:48,48,feed,common milkweed,525466.2935,4751850.996,poor,27.50533943,8.221713773,227.4764533,TRUE
19174a,455,21,8/5/2019,grass,mixed,11:42:25,0:00:05,5,feed,yarrow,525460.2341,4751845.439,poor,-117.9704948,12.34183792,109.5059585,TRUE
19174a,456,22,8/5/2019,grass,mixed,11:42:39,0:00:09,9,feed,common milkweed,525471.8676,4751841.318,poor,52.55762542,2.453229759,162.0635839,TRUE
19174a,457,23,8/5/2019,grass,mixed,11:42:50,0:01:30,90,rest,senesed wild parsnip,525472.6231,4751838.984,poor,-79.34567682,16.37810404,82.71790707,TRUE
19174a,458,24,8/5/2019,grass,mixed,11:44:28,0:00:32,32,feed,whorled milkweed,525488.8691,4751841.06,poor,47.25554492,8.411777439,129.973452,TRUE
19174a,459,25,8/5/2019,grass,mixed,11:45:28,0:00:16,16,feed,common milkweed,525495.3154,4751835.656,poor,-28.72216634,4.100202185,101.2512857,TRUE
19174a,460,26,8/5/2019,grass,mixed,11:45:46,0:00:32,32,feed,common milkweed,525499.3368,4751834.856,poor,-3.61116583,21.96307305,97.64011983,
19174a,461,27,8/5/2019,grass,mixed,11:46:36,0:00:02,2,feed,black eyed susan,525521.1049,4751831.936,rich,-43.00815491,10.16885327,54.63196491,
19174a,462,28,8/5/2019,grass,mixed,11:46:40,0:00:50,50,rest,senesed foxglove,525529.3971,4751837.822,rich,-15.38211257,1.895675173,39.24985235,TRUE
19174a,463,29,8/5/2019,grass,mixed,11:47:33,0:00:25,25,feed,common milkweed,525530.5965,4751839.29,rich,-10.4036126,14.30499852,28.84623975,
19174a,464,30,8/5/2019,grass,mixed,11:48:00,0:00:01,1,fly ,air,525537.4981,4751851.82,crop,-174.8631479,19.02430219,213.9830919,
19174a,465,31,8/5/2019,grass,mixed,11:50:01,0:03:58,238,feed,butterfly milkweed,525526.8645,4751836.045,rich,67.71719491,1.134165932,281.7002868,
19174a,466,32,8/5/2019,grass,mixed,11:54:01,0:00:28,28,feed,wild bergamot,525525.7539,4751836.275,rich,-150.7609585,1.967159628,130.9393283,TRUE
19174a,467,33,8/5/2019,grass,mixed,11:54:31,0:00:28,28,feed,black eyed susan,525527.2399,4751834.986,rich,-164.5429942,12.76405432,326.3963341,TRUE
19174a,468,34,8/5/2019,grass,mixed,11:55:01,0:00:28,28,feed,black eyed susan,525520.1757,4751845.617,rich,-13.63963664,7.61246454,312.7566975,TRUE
19174a,469,35,8/5/2019,grass,mixed,11:55:31,0:01:00,60,feed,black eyed susan,525514.5863,4751850.785,rich,93.15175946,1.253221453,45.90845693,TRUE
19174a,470,36,8/5/2019,grass,mixed,11:56:33,0:01:00,60,feed ,black eyed susan,525515.4864,4751851.657,rich,42.42121558,2.710251614,88.32967251,TRUE
19174a,471,37,8/5/2019,grass,mixed,11:57:35,0:05:00,300,feed,black eyed susan,525518.1955,4751851.736,rich,,,,
19175a,472,1,8/5/2019,grass,mixed,8:08:00,0:06:20,380,release,grass,525484.2504,4751852.94,poor,,23.34630812,208.603389,
19175a,473,2,8/5/2019,grass,mixed,8:14:36,0:02:27,147,feed,common milkweed,525473.0735,4751832.443,poor,-172.8779906,0.326425121,35.72539837,TRUE
19175a,474,3,8/5/2019,grass,mixed,8:17:05,0:01:15,75,feed,common milkweed,525473.2641,4751832.708,poor,3.141592654,0.326425121,215.7253984,TRUE
19175a,475,4,8/5/2019,grass,mixed,8:18:22,0:00:06,6,feed,common milkweed,525473.0735,4751832.443,poor,74.67136784,0.837830586,290.3967662,TRUE
19175a,476,5,8/5/2019,grass,mixed,8:18:30,0:00:06,6,feed,common milkweed,525472.2882,4751832.735,poor,-96.88329003,1.004818411,193.5134762,TRUE
19175a,477,6,8/5/2019,grass,mixed,8:18:38,0:01:08,68,feed,common milkweed,525472.0534,4751831.758,poor,-15.2120771,33.91490274,178.3013991,TRUE
19175a,478,7,8/5/2019,grass,mixed,8:19:48,0:29:00,1740,feed,common milkweed,525473.0587,4751797.858,poor,-41.66517399,1.314976962,136.6362251,TRUE
19175a,479,8,8/5/2019,grass,mixed,8:49:10,0:18:50,1130,oviposit,common milkweed,525473.9616,4751796.902,poor,,,,
19176a,480,1,8/5/2019,grass,mixed,9:25:00,0:14:50,890,release,grass,525484.2293,4751853.577,poor,,19.39584571,60.50669077,
19176a,481,2,8/5/2019,grass,mixed,9:40:00,0:09:37,577,feed,wild bergamot,525501.1117,4751863.126,rich,-0.33964636,4.583163279,60.16704441,
19176a,482,3,8/5/2019,grass,mixed,9:49:39,0:00:29,29,feed,wild bergamot,525505.0875,4751865.406,rich,-9.001203784,9.217496189,51.16584063,TRUE
19176a,483,4,8/5/2019,grass,mixed,9:50:18,0:05:38,338,rest,black eyed susan,525512.2676,4751871.186,rich,126.3322865,0.222211813,177.4981271,TRUE
19176a,484,5,8/5/2019,grass,mixed,9:55:58,0:00:20,20,feed,black eyed susan,525512.2773,4751870.964,rich,-112.9417215,1.496663372,64.55640557,TRUE
19176a,485,6,8/5/2019,grass,mixed,9:56:20,0:01:00,60,feed,black eyed susan,525513.6288,4751871.607,rich,-174.1510796,0.879641228,250.4053259,TRUE
19176a,486,7,8/5/2019,grass,mixed,9:57:22,0:10:06,606,feed,butterfly milkweed,525512.8001,4751871.312,rich,3.141592654,0.879641228,70.40532595,TRUE
19176a,487,8,8/5/2019,grass,mixed,10:07:30,0:00:02,2,feed,black eyed susan,525513.6288,4751871.607,rich,151.965205,1.333239382,222.3705309,TRUE
19176a,488,9,8/5/2019,grass,mixed,10:07:34,0:00:02,2,feed,black eyed susan,525512.7303,4751870.622,rich,-11.20270141,0.240751241,211.1678295,TRUE
19176a,489,10,8/5/2019,grass,mixed,10:07:38,0:00:02,2,feed,wild bergamot,525512.6057,4751870.416,rich,161.0735798,0.916846421,12.24140938,TRUE
19176a,490,11,8/5/2019,grass,mixed,10:07:42,0:01:48,108,feed,butterfly milkweed,525512.8001,4751871.312,rich,-133.3627392,5.843064642,238.8786702,TRUE
19176a,491,12,8/5/2019,grass,mixed,10:09:45,0:15:10,910,rest,black eyed susan,525507.798,4751868.292,rich,-148.1467663,4.462264068,90.73190385,TRUE
19176a,492,13,8/5/2019,grass,mixed,10:24:59,0:00:01,1,rest,senesed vegetation,525512.2599,4751868.235,rich,,,,
19179a,493,1,8/6/2019,grass,mixed,9:02:00,0:07:09,429,release,grass,525487.5376,4751891.154,poor,,0.61527519,77.89743822,
19179a,494,2,8/6/2019,grass,mixed,9:09:11,0:14:37,877,rest,grass,525488.1392,4751891.283,poor,-16.03943671,4.732238777,61.85800151,TRUE
19179a,495,3,8/6/2019,grass,mixed,9:23:51,0:13:39,819,rest,common milkweed,525492.312,4751893.515,poor,56.68800163,18.45921862,118.5460031,
19179a,496,4,8/6/2019,grass,mixed,9:37:38,0:07:07,427,feed,wild bergamot,525508.5272,4751884.694,rich,-119.1122767,9.541466003,359.4337264,
19179a,497,5,8/6/2019,grass,mixed,9:45:15,0:00:06,6,rest,vegetative plant,525508.4329,4751894.235,rich,8.817170014,1.113525949,8.250896449,TRUE
19179a,498,6,8/6/2019,grass,mixed,9:45:23,0:17:27,1047,rest,grass,525508.5927,4751895.337,rich,-171.7427044,5.630076735,196.5081921,TRUE
19179a,499,7,8/6/2019,grass,mixed,10:02:59,0:00:01,1,rest,grass,525506.9929,4751889.939,rich,,,,
19180a,500,1,8/6/2019,grass,mixed,10:20:00,0:04:42,282,release,grass,525487.5699,4751891.496,poor,,12.35064703,261.9385222,
19180a,501,2,8/6/2019,grass,mixed,10:25:02,0:00:12,12,feed,common milkweed,525475.3413,4751889.764,poor,-87.79663672,9.043226471,174.1418855,TRUE
19180a,502,3,8/6/2019,grass,mixed,10:25:16,0:00:08,8,feed,common milkweed,525476.2643,4751880.768,poor,-5.028186734,7.267791945,169.1136988,TRUE
19180a,503,4,8/6/2019,grass,mixed,10:25:26,0:00:47,47,feed,common milkweed,525477.6369,4751873.631,poor,22.89387201,14.31112572,192.0075708,TRUE
19180a,504,5,8/6/2019,grass,mixed,10:26:15,0:00:10,10,feed,common milkweed,525474.6596,4751859.633,poor,-35.49573839,26.60655525,156.5118324,TRUE
19180a,505,6,8/6/2019,grass,mixed,10:26:27,0:00:07,7,feed,common milkweed,525485.2639,4751835.231,poor,68.62524029,5.70445886,225.1370727,TRUE
19180a,506,7,8/6/2019,grass,mixed,10:26:36,0:00:07,7,feed,common milkweed,525481.2206,4751831.207,poor,164.5559843,2.660322882,29.69305701,TRUE
19180a,507,8,8/6/2019,grass,mixed,10:26:45,0:00:07,7,feed,common milkweed,525482.5384,4751833.518,poor,-160.6118289,1.64430388,229.0812281,TRUE
19180a,508,9,8/6/2019,grass,mixed,10:26:54,0:00:07,7,feed,common milkweed,525481.2959,4751832.441,poor,166.9234269,0.704600341,36.00465498,TRUE
19180a,509,10,8/6/2019,grass,mixed,10:27:03,0:00:07,7,feed,common milkweed,525481.7101,4751833.011,poor,-146.6443215,1.018469739,249.3603335,TRUE
19180a,510,11,8/6/2019,grass,mixed,10:27:12,0:00:07,7,feed,common milkweed,525480.757,4751832.652,poor,-53.23850734,16.58524037,196.1218261,TRUE
19180a,511,12,8/6/2019,grass,mixed,10:27:35,0:00:18,18,rest,queen anne's lace,525476.1516,4751816.719,poor,42.29002396,11.28844993,238.4118501,TRUE
19180a,512,13,8/6/2019,grass,mixed,10:28:13,0:00:01,1,fly,air,525466.5357,4751810.806,poor,2.748281663,36.9949357,241.1601318,TRUE
19180a,513,14,8/6/2019,grass,mixed,10:28:34,0:14:26,866,rest,grass,525434.1292,4751792.961,poor,,,,
19181a,514,1,8/6/2019,grass,mixed,11:04:00,0:02:25,145,release,grass,525487.7084,4751891.858,poor,,29.96055889,228.6771341,
19181a,515,2,8/6/2019,grass,mixed,11:06:50,0:00:01,1,fly,air,525465.208,4751872.075,poor,8.154064055,55.94147244,236.8311981,TRUE
19181a,516,3,8/6/2019,grass,mixed,11:06:55,0:02:49,169,rest,grass,525418.3815,4751841.469,poor,120.1769038,19.24523269,357.0081019,TRUE
19181a,517,4,8/6/2019,grass,mixed,11:09:53,0:00:01,1,fly,air,525417.377,4751860.688,poor,-67.58180353,32.94707365,289.4262984,
19181a,518,5,8/6/2019,grass,mixed,11:09:59,0:00:01,1,fly,air,525386.3056,4751871.646,crop,,,,
19182a,519,1,8/6/2019,grass,mixed,11:56:00,0:00:03,3,release,grass,525487.1763,4751891.457,poor,,46.17970642,199.3054456,
19182a,520,2,8/6/2019,grass,mixed,11:56:05,0:00:45,45,feed,common milkweed,525471.9091,4751847.874,poor,133.8749664,0.624137453,333.1804121,TRUE
19182a,521,3,8/6/2019,grass,mixed,11:57:05,0:00:05,5,feed,common milkweed,525471.6275,4751848.431,poor,-27.13663792,1.592445528,306.0437741,TRUE
19182a,522,4,8/6/2019,grass,mixed,11:57:15,0:00:05,5,feed,common milkweed,525470.3399,4751849.368,poor,18.751394,0.992539087,324.7951681,TRUE
19182a,523,5,8/6/2019,grass,mixed,11:57:25,0:00:05,5,feed,common milkweed,525469.7677,4751850.179,poor,-130.0467201,80.17142106,194.7484481,TRUE
19182a,524,6,8/6/2019,grass,mixed,11:57:55,0:00:21,21,rest,grass,525449.358,4751772.649,poor,49.90149793,31.20186289,244.649946,TRUE
19182a,525,7,8/6/2019,grass,mixed,11:58:17,0:00:01,1,fly,air,525421.1606,4751759.29,poor,,,,
19183a,526,1,8/6/2019,grass,mixed,12:12:00,0:02:59,179,release,grass,525487.0003,4751891.11,poor,,32.33717993,198.6674179,
19183a,527,2,8/6/2019,grass,mixed,12:15:10,0:00:07,7,rest,common milkweed,525476.65,4751860.474,poor,-3.164566567,40.36457827,195.5028513,TRUE
19183a,528,3,8/6/2019,grass,mixed,12:15:35,0:00:01,1,fly,air,525465.8611,4751821.578,poor,20.1619681,76.66765709,215.6648194,TRUE
19183a,529,4,8/6/2019,grass,mixed,12:15:54,0:00:01,1,fly,air,525421.1606,4751759.29,poor,,,,
19184a,530,1,8/6/2019,grass,mixed,12:32:00,0:00:05,5,release,grass,525487.9169,4751891.815,poor,,72.28701388,197.2941543,
19184a,531,2,8/6/2019,grass,mixed,12:32:30,0:00:01,1,fly,air,525466.4276,4751822.796,poor,28.58665915,65.43243311,225.8808135,TRUE
19184a,532,3,8/6/2019,grass,mixed,12:32:56,0:00:01,1,fly,air,525419.4541,4751777.245,poor,15.93877304,35.61253377,241.8195865,TRUE
19184a,533,4,8/6/2019,grass,mixed,12:33:22,0:00:01,1,fly,air,525388.0629,4751760.427,poor,-3.834271934,26.76857202,237.9853146,TRUE
19184a,534,5,8/6/2019,grass,mixed,12:33:49,0:01:29,89,rest,grass,525365.3655,4751746.236,poor,164.8245036,4.5146393,42.80981815,TRUE
19184a,535,6,8/6/2019,grass,mixed,12:35:20,0:00:07,7,feed,bull thistle,525368.4335,4751749.548,poor,-167.0703854,1.921992781,235.7394327,TRUE
19184a,536,7,8/6/2019,grass,mixed,12:35:29,0:00:12,12,feed,bull thistle,525366.845,4751748.466,poor,-175.1503514,24.35702776,60.58908133,TRUE
19184a,537,8,8/6/2019,grass,mixed,12:35:43,0:00:05,5,rest,grass,525388.0629,4751760.427,poor,177.3962333,26.76857202,237.9853146,TRUE
19184a,538,9,8/6/2019,grass,mixed,12:35:50,0:00:21,21,rest,grass,525365.3655,4751746.236,poor,147.5069329,0.750019227,25.49224749,TRUE
19184a,539,10,8/6/2019,grass,mixed,12:36:13,0:06:37,397,rest,bull thistle,525365.6883,4751746.913,poor,157.2227534,0.69878438,182.7150009,TRUE
19184a,540,11,8/6/2019,grass,mixed,12:42:52,0:00:06,6,rest,grass,525365.6552,4751746.215,poor,101.9955559,30.74788552,284.7105568,TRUE
19184a,541,12,8/6/2019,grass,mixed,12:43:00,0:00:45,45,rest,grass,525335.9152,4751754.023,poor,2.295887846,16.47638145,287.0064447,
